year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,b latitude,b longitude,work place city,work place state,w latitude,w longitude
1973,47,robert hartman,1926,sharon,pennsylvania,41.233112,-80.493403,berkeley,california,37.871593,-122.272747
1973,32,michael d. hall,1941,upland,california,34.09751,-117.648388,bloomfield hills,michigan,42.583645,-83.245488
1973,47,george ortman,1926,oakland,california,37.804364,-122.271114,bloomfield hills,michigan,42.583645,-83.245488
1973,31,andy tavarelli,1942,new york,new york,40.714353,-74.005973,boston,massachusetts,42.358431,-71.059773
1973,31,cynthia carlson,1942,chicago,illinois,41.878114,-87.629798,boulder,colorado,40.014986,-105.270546
1973,51,h. c. westermann,1922,los angeles,california,34.052234,-118.243685,brookfield center,connecticut,41.466206,-73.38762
1973,59,charles schucker,1914,gap,pennsylvania,39.987325,-76.020507,brooklyn,new york,40.65,-73.95
1973,69,edgar tolson,1904,lee city,kentucky,37.739256,-83.332958,campton,kentucky,37.734253,-83.547409
1973,27,christina ramberg,1946,fort campbell,kentucky,36.663447,-87.47739,chicago,illinois,41.878114,-87.629798
1973,34,ed paschke,1939,chicago,illinois,41.878114,-87.629798,chicago,illinois,41.878114,-87.629798
1973,32,roger brown,1941,hamilton,alabama,34.142324,-87.988644,chicago,illinois,41.878114,-87.629798
1973,30,robert wade,1943,austin,texas,30.267153,-97.743061,dallas,texas,32.78014,-96.800451
1973,46,david mcmanaway,1927,chicago,illinois,41.878114,-87.629798,dallas,texas,32.78014,-96.800451
1973,37,gary hudson,1936,auburn,new york,42.931734,-76.566053,del mar,california,32.959489,-117.265315
1973,36,lester johnson,1937,minneapolis,minnesota,44.983334,-93.26667,detroit,michigan,42.331427,-83.045754
1973,29,kay kurt,1944,dubuque,iowa,42.500558,-90.664572,duluth,minnesota,46.786672,-92.100485
1973,61,tony smith,1912,south orange,new jersey,40.748928,-74.26099,east orange,new jersey,40.767323,-74.204868
1973,37,sidney goodman,1936,philadelphia,pennsylvania,39.952335,-75.163789,elkins park,pennsylvania,40.069704,-75.125349
1973,30,terry allen,1943,wichita,kansas,37.688889,-97.336111,fresno,california,36.746842,-119.772587
1973,70,alfred jensen,1903,guatemala city,guatamala,14.613333,-90.535278,glenridge,new jersey,40.805378,-74.203757
1973,37,gregory gillespie,1936,roselle park,new jersey,40.664547,-74.264313,haydenville,massachusetts,42.375088,-72.700924
1973,45,james boynton,1928,fort worth,texas,32.755488,-97.330766,houston,texas,29.760193,-95.36939
1973,34,salle werner,1939,,,,,houston,texas,29.760193,-95.36939
1973,28,christopher sproat,1945,boston,massachusetts,42.358431,-71.059773,jamaica plain,massachusetts,42.309737,-71.115143
1973,46,john mason,1927,madrid,spain,40.416775,-3.70379,los angeles,california,34.052234,-118.243685
1973,29,gilah hirsch,1944,montreal,canada,45.50867,-73.553992,los angeles,california,34.052234,-118.243685
1973,31,joel bass,1942,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1973,40,jaqueline gourevitch,1933,,,,,middletown,connecticut,41.562321,-72.650649
1973,37,william allan,1936,,,,,mill valley,california,37.906037,-122.544976
1973,53,jimmy ernst,1920,cologne,germany,50.937531,6.960279,new canaan,connecticut,41.146763,-73.494844
1973,40,robert gordy,1933,jefferson island,louisiana,29.979461,-91.980813,new orleans,louisiana,29.951066,-90.071532
1973,30,tony robbin,1943,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
1973,28,joe haske,1945,,washington dc,38.907231,-77.036464,new york,new york,40.705631,-73.978003
1973,44,jo baer,1929,seattle,washington,47.60621,-122.332071,new york,new york,40.705631,-73.978003
1973,58,robert motherwell,1915,aberdeen,washington,46.975371,-123.815722,new york,new york,40.705631,-73.978003
1973,44,cy twombly,1929,lexington,virginia,37.784021,-79.442816,new york,new york,40.705631,-73.978003
1973,39,neil williams,1934,bluff,utah,37.284445,-109.551788,new york,new york,40.705631,-73.978003
1973,51,jules olitski,1922,shchors,ukraine,51.816667,31.95,new york,new york,40.705631,-73.978003
1973,61,alexander liberman,1912,kiev,ukraine,50.4501,30.5234,new york,new york,40.705631,-73.978003
1973,48,robert rauschenberg,1925,port arthur,texas,29.88495,-93.939947,new york,new york,40.705631,-73.978003
1973,28,peter reginato,1945,dallas,texas,32.78014,-96.800451,new york,new york,40.705631,-73.978003
1973,51,ray parker,1922,south dakota,south dakota,43.969515,-99.901813,new york,new york,40.705631,-73.978003
1973,31,ernest frazier,1942,duboise crossroads,south carolina,34.25682,-79.982286,new york,new york,40.705631,-73.978003
1973,73,adja yunkers,1900,riga livonia,russia,42.385879,-83.322252,new york,new york,40.705631,-73.978003
1973,73,louise nevelson,1900,perislav poltava,russia,,,new york,new york,40.705631,-73.978003
1973,74,raphael soyer,1899,borisoglebsk tambov,russia,52.716667,41.416667,new york,new york,40.705631,-73.978003
1973,73,jack tworkov,1900,biala podlaska,poland,52.038713,23.144503,new york,new york,40.705631,-73.978003
1973,49,philip pearlstein,1924,pittsburgh,pennsylvania,40.440625,-79.995886,new york,new york,40.705631,-73.978003
1973,44,neil welliver,1929,millville,pennsylvania,41.120363,-76.529949,new york,new york,40.705631,-73.978003
1973,34,peter bradley,1939,connellsville,pennsylvania,40.017852,-79.589483,new york,new york,40.705631,-73.978003
1973,34,louise fishman,1939,philadelphia,pennsylvania,39.952335,-75.163789,new york,new york,40.705631,-73.978003
1973,46,kenneth snelson,1927,pendleton,oregon,45.672075,-118.788597,new york,new york,40.705631,-73.978003
1973,36,john clem clarke,1937,bend,oregon,44.058173,-121.31531,new york,new york,40.705631,-73.978003
1973,51,richard mcdermott miller,1922,new philadelphia,ohio,40.489787,-81.445671,new york,new york,40.705631,-73.978003
1973,42,tom wesselmann,1931,cincinnati,ohio,39.103118,-84.51202,new york,new york,40.705631,-73.978003
1973,38,jim dine,1935,cincinnati,ohio,39.103118,-84.51202,new york,new york,40.705631,-73.978003
1973,36,james reineking,1937,minot,north dakota,48.23251,-101.296273,new york,new york,40.705631,-73.978003
1973,49,kenneth noland,1924,asheville,north carolina,35.595058,-82.551487,new york,new york,40.705631,-73.978003
1973,36,harvey quaytman,1937,queens,new york,40.728224,-73.794852,new york,new york,40.705631,-73.978003
1973,34,jake berthot,1939,niagara falls,new york,43.096214,-79.037739,new york,new york,40.705631,-73.978003
1973,50,ellsworth kelly,1923,newburgh,new york,41.503427,-74.010418,new york,new york,40.705631,-73.978003
1973,67,ludwig sander,1906,new york city,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,61,buffie johnson,1912,new york city,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,70,adolph gottlieb,1903,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,61,george sugarman,1912,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,51,ed ruda,1922,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,50,roy lichtenstein,1923,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,47,mon levinson,1926,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,46,alfred leslie,1927,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,45,al held,1928,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,45,helen frankenthaler,1928,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,43,alice adams,1930,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,39,susan smith,1934,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,39,will horwitt,1934,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,38,robert moskowitz,1935,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,37,joan jonas,1936,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,37,ree morton,1936,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,37,richard nonas,1936,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,36,peter campus,1937,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,36,robert grosvenor,1937,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,35,alan siegel,1938,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,35,richard landry,1938,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,34,joyce cole,1939,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,33,hannah wilke,1940,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,33,nancy grossman,1940,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,31,mary grigoriadis,1942,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,30,joel perlman,1943,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,29,mary miss,1944,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,29,randy hardy,1944,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,28,ken greenleaf,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,28,michael steiner,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,28,robert j. lobe,1945,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,27,nina yankowitz,1946,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,26,joanna pousette-dart,1947,new york,new york,40.714353,-74.005973,new york,new york,40.705631,-73.978003
1973,32,john seery,1941,maspeth,new york,40.729402,-73.906588,new york,new york,40.705631,-73.978003
1973,65,lee krasner,1908,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1973,46,alex katz,1927,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1973,41,lila katzen,1932,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1973,31,gary stephan,1942,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1973,30,howard buchwald,1943,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1973,26,ira joel haberb,1947,brooklyn,new york,40.65,-73.95,new york,new york,40.705631,-73.978003
1973,35,brice marden,1938,bronxville,new york,40.938154,-73.832078,new york,new york,40.705631,-73.978003
1973,49,michael goldberg,1924,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1973,26,ronnie landfield,1947,bronx,new york,40.844782,-73.864827,new york,new york,40.705631,-73.978003
1973,36,loretta dunkelman,1937,paterson,new jersey,40.916765,-74.171811,new york,new york,40.705631,-73.978003
1973,35,robert smithson,1938,passaic,new jersey,40.856766,-74.128476,new york,new york,40.705631,-73.978003
1973,35,pat steir,1938,newark,new jersey,40.735657,-74.172367,new york,new york,40.705631,-73.978003
1973,28,barbara kruger,1945,newark,new jersey,40.735657,-74.172367,new york,new york,40.705631,-73.978003
1973,33,joan snyder,1940,highland park,new jersey,40.495938,-74.424318,new york,new york,40.705631,-73.978003
1973,31,dan christensen,1942,cozad,nebraska,40.856396,-99.985678,new york,new york,40.705631,-73.978003
1973,30,gary tenenbaum,1943,st. louis,missouri,38.627003,-90.199404,new york,new york,40.705631,-73.978003
1973,42,robert morris,1931,kansas city,missouri,39.099727,-94.578567,new york,new york,40.705631,-73.978003
1973,45,donald judd,1928,excelsior springs,missouri,39.339171,-94.226056,new york,new york,40.705631,-73.978003
1973,44,jackie ferrara,1929,detroit,michigan,42.331427,-83.045754,new york,new york,40.705631,-73.978003
1973,38,alvin loving,1935,detroit,michigan,42.331427,-83.045754,new york,new york,40.705631,-73.978003
1973,33,nancy stevenson graves,1940,pittsfiled,massachusetts,42.450085,-73.245382,new york,new york,40.705631,-73.978003
1973,37,frank stella,1936,malden,massachusetts,42.425096,-71.066163,new york,new york,40.705631,-73.978003
1973,33,lynton wells,1940,baltimore,maryland,39.290385,-76.612189,new york,new york,40.705631,-73.978003
1973,30,richard friedberg,1943,baltimore,maryland,39.290385,-76.612189,new york,new york,40.705631,-73.978003
1973,38,carl andre,1935,quincy,massachusetts,42.252877,-71.002271,new york,new york,40.705631,-73.978003
1973,47,edward clark,1926,new orleans,louisiana,29.951066,-90.071532,new york,new york,40.705631,-73.978003
1973,32,keith sonnier,1941,mamou,louisiana,30.633809,-92.419299,new york,new york,40.705631,-73.978003
1973,32,lynda benglis,1941,lake charles,louisiana,30.226595,-93.217376,new york,new york,40.705631,-73.978003
1973,29,alan shields,1944,herington,kansas,38.671119,-96.942514,new york,new york,40.705631,-73.978003
1973,71,kenzo okada,1902,yokohama,japan,35.443708,139.638026,new york,new york,40.705631,-73.978003
1973,36,larry poons,1937,tokyo,japan,35.689488,139.691706,new york,new york,40.705631,-73.978003
1973,37,larry zox,1936,des moines,iowa,41.600545,-93.609106,new york,new york,40.705631,-73.978003
1973,46,john chamberlain,1927,rochester,indiana,41.064765,-86.215833,new york,new york,40.705631,-73.978003
1973,30,john duff,1943,layfayette,indiana,40.416702,-86.875287,new york,new york,40.705631,-73.978003
1973,59,bernard rosenthal,1914,highland park,illinois,42.181692,-87.800344,new york,new york,40.705631,-73.978003
1973,39,irving petlin,1934,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1973,33,elizabeth murray,1940,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1973,31,william schwedler,1942,chicago,illinois,41.878114,-87.629798,new york,new york,40.705631,-73.978003
1973,56,louisa matthiasdottir,1917,reykajavik,iceland,64.133333,-21.933333,new york,new york,40.705631,-73.978003
1973,37,frank bowling,1936,bartica,guyana,6.404322,-58.625825,new york,new york,40.705631,-73.978003
1973,43,jasper johns,1930,augusta,georgia,33.473498,-82.010515,new york,new york,40.705631,-73.978003
1973,62,louise bourgeois,1911,paris,france,48.856614,2.352222,new york,new york,40.705631,-73.978003
1973,40,mary frank,1933,london,england,51.508515,-0.125487,new york,new york,40.705631,-73.978003
1973,28,neil jenney,1945,torrington,connecticut,41.800305,-73.121171,new york,new york,40.705631,-73.978003
1973,29,nancy van deren,1944,greenwich,connecticut,41.026242,-73.628196,new york,new york,40.705631,-73.978003
1973,26,harriet korman,1947,bridgeport,connecticut,41.186548,-73.195177,new york,new york,40.705631,-73.978003
1973,30,david diao,1943,chengdu sichuan,china,30.572269,104.066541,new york,new york,40.705631,-73.978003
1973,41,dorothea rockburne,1932,quebec,canada,52.939916,-73.549136,new york,new york,40.705631,-73.978003
1973,29,george trakas,1944,quebec,canada,52.939916,-73.549136,new york,new york,40.705631,-73.978003
1973,32,jackie winsor,1941,newfoundland,canada,53.135509,-57.660436,new york,new york,40.705631,-73.978003
1973,55,ronald bladen,1918,canada,canada,56.130366,-106.346771,new york,new york,40.705631,-73.978003
1973,48,jack sonenberg,1925,canada,canada,56.130366,-106.346771,new york,new york,40.705631,-73.978003
1973,30,chris wilmarth,1943,sonoma,california,38.291859,-122.458036,new york,new york,40.705631,-73.978003
1973,34,richard serra,1939,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
1973,35,robert duran,1938,salinas,california,36.677737,-121.655501,new york,new york,40.705631,-73.978003
1973,32,david novros,1941,los angeles,california,34.052234,-118.243685,new york,new york,40.705631,-73.978003
1973,32,forrest myers,1941,long beach,california,33.77005,-118.193739,new york,new york,40.705631,-73.978003
1973,29,richard mock,1944,long beach,california,33.77005,-118.193739,new york,new york,40.705631,-73.978003
1973,41,robert bechtle,1932,san francisco,california,37.77493,-122.419416,new york,new york,40.705631,-73.978003
1973,37,robert murray,1936,vancouver,british columbia,49.261226,-123.113927,new york,new york,40.705631,-73.978003
1973,44,clement meadmore,1929,melbourne,australia,-37.814107,144.96328,new york,new york,40.705631,-73.978003
1973,28,paula barr,1945,mobile,alabama,30.695366,-88.039891,new york,new york,40.705631,-73.978003
1973,33,sherron francis,1940,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,46,william pettet,1927,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,45,sylvia stone,1928,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,41,bob stanley,1932,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,38,dennis mccarthy,1935,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,38,philip wofford,1935,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,38,robert zakanitch,1935,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,36,jim starrett,1937,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,36,robert povlich,1937,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,35,arden scott,1938,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,35,jane kaufman,1938,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,32,brenda miller,1941,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,32,carl glikob,1941,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,32,ed shostak,1941,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,31,alex siburney,1942,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,31,arlene slavin,1942,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,31,jay wholley,1942,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,31,jeffrey way,1942,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,31,stuart diamond,1942,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,28,arthur cohen,1945,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,27,catherine murphy,1946,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,27,susan tunick,1946,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,26,malcolm bailey,1947,new york,new york,40.705631,-73.978003,new york,new york,40.705631,-73.978003
1973,44,lyman kipp,1929,dobbs ferry,new york,41.014542,-73.872635,north salem,new york,41.334817,-73.571237
1973,39,ray saunders,1934,pittsburgh,pennsylvania,40.440625,-79.995886,oakland,california,37.804364,-122.271114
1973,48,duane hanson,1925,alexandria,minnesota,45.884816,-95.377666,pembroke pines,florida,26.007765,-80.296256
1973,40,rafael ferrer,1933,san juan,puerto rico,18.466334,-66.105722,philadelphia,pennsylvania,39.952335,-75.163789
1973,34,charles fahlen,1939,san francisco,california,37.77493,-122.419416,philadelphia,pensylvania,39.952335,-75.163789
1973,27,william omwake,1946,,,,,philadelphia,pennsylvania,39.952335,-75.163789
1973,43,roy deforest,1930,north platte,nebraska,41.140276,-100.760145,port casta,california,38.04631,-122.1833
1973,34,william bollinger,1939,brooklyn,new york,40.65,-73.95,poughkeepsie,new york,41.700371,-73.92097
1973,30,frances kuehn,1943,bronx,new york,40.844782,-73.864827,princeton,new jersey,40.357298,-74.667223
1973,29,lester van winkle,1944,,,,,richmond,virginia,37.540725,-77.436048
1973,56,milton resnick,1917,bratslav,russia,48.816271,28.946199,rifton,new york,41.837593,-74.037363
1973,35,thomas bang,1938,,denmark,56.26392,9.501785,rochester,new york,43.16103,-77.610922
1973,33,luis jiminez,1940,el paso,texas,31.769956,-106.496805,roswell,new mexico,33.394266,-104.523024
1973,35,joan moment,1938,sellersville,pennsylvania,40.353993,-75.304898,sacramento,california,38.581572,-121.4944
1973,35,jim nutt,1938,pittsfield,massachusetts,42.450085,-73.245382,sacramento,california,38.581572,-121.4944
1973,29,nate shiner,1944,vallejo,california,38.104086,-122.256637,sacramento,california,38.581572,-121.4944
1973,42,fletcher benton,1931,columbus,ohio,39.961176,-82.998794,san francisco,california,37.77493,-122.419416
1973,29,peter gutkin,1944,brooklyn,new york,40.65,-73.95,san francisco,california,37.77493,-122.419416
1973,74,louis siegriest,1899,oakland,california,37.804364,-122.271114,san francisco,california,37.77493,-122.419416
1973,28,s. a. davis,1945,,,,,san francisco,california,37.77493,-122.419416
1973,40,joseph raffael,1933,brooklyn,new york,40.65,-73.95,san geronimo,california,38.013256,-122.663873
1973,32,katherine porter,1941,cedar rapids,iowa,41.97788,-91.665623,santa fe,new mexico,35.686975,-105.937799
1973,32,tony berlant,1941,new york,new york,40.714353,-74.005973,santa monica,california,34.019454,-118.491191
1973,30,william wegman,1943,holyoke,massachusetts,42.204259,-72.616201,santa monica,california,34.019454,-118.491191
1973,42,john baldessari,1931,national city,california,32.678109,-117.099197,santa monica,california,34.019454,-118.491191
1973,37,jaime davidovitch,1936,buenos aires,argentina,-34.603723,-58.381593,shaker heights,ohio,41.473942,-81.537067
1973,28,joel janowitz,1945,new jersey,new jersey,40.058324,-74.405661,somerville,massachusetts,42.387597,-71.099497
1973,44,nicholas krushenick,1929,new york,new york,40.714353,-74.005973,stamford,connecticut,41.05343,-73.538734
1973,57,richard pousette-dart,1916,saint paul,minnesota,44.953703,-93.089958,suffern,new york,41.114818,-74.149589
1973,55,stephen greene,1918,new york,new york,40.714353,-74.005973,valley cottage,new york,41.118151,-73.955416
1973,32,fred eversley,1941,new york,new york,40.714353,-74.005973,venice,california,33.996214,-118.468878
1973,25,natalie bieser,1948,grand junction,colorado,39.063871,-108.550649,venice,california,33.996214,-118.468878
1973,27,ann mccoy,1946,boulder,colorado,40.014986,-105.270546,venice,california,33.996214,-118.468878
1973,27,guy dill,1946,,,,,venice,california,33.996214,-118.468878
1973,48,joan mitchell,1925,chicago,illinois,41.878114,-87.629798,vetheuil,france,49.061864,1.709642
1973,39,robert rohm,1934,chincinnati,ohio,39.103118,-84.51202,wakefield,rhode island,41.437324,-71.501447
1973,53,gene davis,1920,,washington dc,38.907231,-77.036464,washington dc,washington d.c.,38.916045,-77.056499
1973,52,ann truitt,1921,baltimore,maryland,39.290385,-76.612189,washington dc,washington d.c.,38.916045,-77.056499
1973,33,william geis,1940,kansas,kansas,39.552813,-87.939478,woodacre,california,38.012701,-122.645261
1973,36,william t. wiley,1937,bedford,indiana,38.861162,-86.487215,woodacre,california,38.012701,-122.645261
1973,27,frances barth,1946,bronx,new york,40.844782,-73.864827,,,,
1975,35,john wenger,1940,salem,oregon,44.942898,-123.035096,albuquerque,new mexico,35.110703,-106.609991
1975,30,richard thompson,1945,mcminnville,oregon,45.210116,-123.198716,albuquerque,new mexico,35.110703,-106.609991
1975,29,dominick guida,1946,corona,new york,40.744986,-73.864261,altadena,california,34.189727,-118.131182
1975,37,barbara quinn roth,1938,los angeles,california,34.052234,-118.243685,altadena,california,34.189727,-118.131182
1975,38,maxine cole,1937,hodgeman city,kansas,38.124628,-100.225679,arcadia,california,34.139729,-118.035345
1975,42,robert j. warrens,1933,sheboygan,wisconsin,43.750828,-87.71453,baton rouge,louisiana,30.458283,-91.14032
1975,30,elyn zimmerman,1945,philadelphia,pennsylvania,39.952335,-75.163789,berkeley,california,37.871593,-122.272747
1975,29,david anderson,1946,los angeles,california,34.052234,-118.243685,berkeley,california,37.871593,-122.272747
1975,37,cheryle bowers,1938,berkeley,california,37.871593,-122.272747,berkeley,california,37.871593,-122.272747
1975,28,scott miller,1947,new york,new york,40.714353,-74.005973,boston,massachusetts,42.358431,-71.059773
1975,25,edwin rothfarb,1950,new york,new york,40.714353,-74.005973,boston,massachusetts,42.358431,-71.059773
1975,38,joseph clower,1937,norfolk,virginia,36.850769,-76.285873,boulder,colorado,40.014986,-105.270546
1975,30,virginia johnson,1945,andover,massachusetts,42.658336,-71.136795,boulder,colorado,40.014986,-105.270546
1975,31,todd mckie,1944,boston,massachusetts,42.358431,-71.059773,cambridge,massachusetts,42.373616,-71.109733
1975,29,kim robert macconnel,1946,oklahoma city,oklahoma,35.46756,-97.516428,cardiff,california,33.020827,-117.278897
1975,37,connie zehr,1938,evanston,illinois,42.045072,-87.687697,chatsworth,california,34.250636,-118.61481
1975,54,roland ginzel,1921,lincoln,illinois,40.148377,-89.364818,chicago,illinois,41.878114,-87.629798
1975,35,barbara rossi,1940,chicago,illinois,41.878114,-87.629798,chicago,illinois,41.878114,-87.629798
1975,57,miyoko ito,1918,berkeley,california,37.871593,-122.272747,chicago,illinois,41.878114,-87.629798
1975,33,philip mullen,1942,akron,ohio,41.081445,-81.519005,columbia,south carolina,34.00071,-81.034814
1975,36,larry ray camp,1939,evansville,indiana,37.971559,-87.57109,columbus,ohio,39.961176,-82.998794
1975,29,judy pfaff,1946,london,england,51.508515,-0.125487,columbus,ohio,39.961176,-82.998794
1975,31,george miller,1944,wooster,ohio,40.805057,-81.935143,culver city,california,34.021122,-118.396466
1975,28,jan lee mccomas,1947,huntington,west virginia,38.41925,-82.445154,dallas,texas,32.78014,-96.800451
1975,33,george green,1942,paris,texas,33.660939,-95.555513,dallas,texas,32.78014,-96.800451
1975,31,anthony ramos,1944,providence,rhode island,41.823989,-71.412834,east providence,rhode island,41.813712,-71.370054
1975,37,donald roller wilson,1938,houston,texas,29.760193,-95.36939,fayetteville,arkansas,36.06258,-94.157426
1975,24,bill viola,1951,flushing,new york,40.767499,-73.833079,florence,italy,43.771033,11.248001
1975,34,allen edward bertoldi,1941,fresno,california,36.746842,-119.772587,fresno,california,36.746842,-119.772587
1975,33,rudolph montanez,1942,fresno,california,36.746842,-119.772587,fresno,california,36.746842,-119.772587
1975,40,richard george,1935,chicago,illinois,41.878114,-87.629798,hamilton,ohio,39.399501,-84.561335
1975,30,carl palazzolo,1945,torrington,connecticut,41.800305,-73.121171,holliston,massachusetts,42.200097,-71.424505
1975,28,philip renteria,1947,laredo,texas,27.530567,-99.480324,houston,texas,29.760193,-95.36939
1975,37,earl staley,1938,oak park,illinois,41.885032,-87.784503,houston,texas,29.760193,-95.36939
1975,34,domingo barreres,1941,valencia,spain,39.469908,-0.376288,jamaica plains,massachusetts,42.407211,-71.382437
1975,37,carol lindsley,1938,berkeley,california,37.871593,-122.272747,kensington,california,37.910481,-122.280247
1975,35,leonard l. hunter iii,1940,,washington dc,38.907231,-77.036464,lexington,kentucky,38.040584,-84.503716
1975,28,john scott roloff,1947,portland,oregon,45.523452,-122.676207,lexington,kentucky,38.040584,-84.503716
1975,32,paul dillon,1943,newport,vermont,44.936436,-72.205102,los angeles,california,34.052234,-118.243685
1975,28,andrew spence,1947,bryn mawr,pennsylvania,40.023024,-75.315177,los angeles,california,34.052234,-118.243685
1975,32,judith suzanne miller,1943,bucyrus,ohio,40.808391,-82.975465,los angeles,california,34.052234,-118.243685
1975,35,billy adler,1940,new york,new york,40.714353,-74.005973,los angeles,california,34.052234,-118.243685
1975,31,gary beydler,1944,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1975,25,ilene segalove,1950,los angeles,california,34.052234,-118.243685,los angeles,california,34.052234,-118.243685
1975,45,martha alf,1930,berkeley,california,37.871593,-122.272747,los angeles,california,34.052234,-118.243685
1975,26,andrew wilf,1949,lynwood,california,33.930293,-118.21146,lynwood,california,33.930293,-118.21146
1975,54,thomas chimes,1921,philadelphia,pennsylvania,39.952335,-75.163789,merion,pennsylvania,39.998214,-75.250823
1975,34,salvatore j. la rosa,1941,pittsburgh,pennsylvania,40.440625,-79.995886,miami,florida,25.789097,-80.204044
1975,34,robert thiele,1941,milwaukee,wisconsin,43.038903,-87.906474,miami beach,florida,25.790654,-80.130045
1975,25,paula nees,1950,madison,wisconsin,43.073052,-89.40123,middleton,wisconsin,43.097217,-89.504288
1975,33,thomas m. uttech,1942,merrill,wisconsin,45.180522,-89.683459,milwaukee,wisconsin,43.038903,-87.906474
1975,34,carole fisher,1941,minneapolis,minnesota,44.983334,-93.26667,minneapolis,minnesota,44.983334,-93.26667
